Index,Original Email,Model A,Model B,Compare Result,Time (sec)
66,"Ina,
  Can you pull Tori K.'s and Martin Cuilla's resumes and past performance 
 reviews from H.R.
 ---------------------- Forwarded by Phillip K Allen/HOU/ECT on 09/06/2000 
 10:44 AM ---------------------------
 John J Lavorato@ENRON
 09/06/2000 05:39 AM
 To: Phillip K Allen/HOU/ECT@ECT
 cc:  
 Subject: Re:  
 The commercial support people that you and Hunter want to make commercial 
 managers.","Hi Phillip K Allen,

I hope this message finds you well. I will gather Tori K.'s and Martin Cuilla's resumes and past performance reviews from H.R. and send them over to you shortly.

Please let me know if there's anything else you need.

Best regards,

Ina","Hi Phillip,

I'll reach out to H.R. and get Tori K.'s and Martin Cuilla's resumes and past performance reviews for you. I'll follow up once I have them.

Best,
Ina",modelB wins,0.92
67,resumes of whom?,Could you please provide more context or specify which resumes you are referring to? Thank you!,Could you please clarify which resumes you are referring to? Thank you!,tie,0.46
68,"Program
 ---------------------- Forwarded by Phillip K Allen/HOU/ECT on 09/05/2000 
 01:50 PM ---------------------------
 ""Christi Smith"" <christi.smith@lrinet.com> on 09/05/2000 11:40:59 AM
 Please respond to <christi.smith@lrinet.com>
 To: <Phillip.K.Allen@enron.com>
 cc: ""Debbie Nowak (E-mail)"" <dnowak@enron.com> 
 Subject: RE: Receipt of Team Selection Form - Executive Impact & Influence 
 Program
 We have not received your completed Team Selection information. It is
 imperative that we receive your team's information (email, phone number,
 office) asap. We cannot start your administration without this information,
 and your raters will have less time to provide feedback for you.
 Thank you for your assistance.
 Christi
 -----Original Message-----
 From: Christi Smith [mailto:christi.smith@lrinet.com]
 Sent: Thursday, August 31, 2000 10:33 AM
 To: 'Phillip.K.Allen@enron.com'
 Cc: Debbie Nowak (E-mail); Deborah Evans (E-mail)
 Subject: Receipt of Team Selection Form - Executive Impact & Influence
 Program
 Importance: High
 Hi Phillip. We appreciate your prompt attention and completing the Team
 Selection information.
 Ideally, we needed to receive your team of raters on the Team Selection form
 we sent you. The information needed is then easily transferred into the
 database directly from that Excel spreadsheet. If you do not have the
 ability to complete that form, inserting what you listed below, we still
 require additional information.
 We need each person's email address. Without the email address, we cannot
 email them their internet link and ID to provide feedback for you, nor can
 we send them an automatic reminder via email. It would also be good to have
 each person's phone number, in the event we need to reach them.
 So, we do need to receive that complete TS Excel spreadsheet, or if you need
 to instead, provide the needed information via email.
 Thank you for your assistance Phillip.
 Christi L. Smith
 Project Manager for Client Services
 Keilty, Goldsmith & Company
 858/450-2554
 -----Original Message-----
 From: Phillip K Allen [mailto:Phillip.K.Allen@enron.com]
 Sent: Thursday, August 31, 2000 12:03 PM
 To: debe@fsddatasvc.com
 Subject:
 John Lavorato-M
 Mike Grigsby-D
 Keith Holst-D
 Frank Ermis-D
 Steve South-D
 Janie Tholt-D
 Scott Neal-P
 Hunter Shively-P
 Tom Martin-P
 John Arnold-P","Hi Christi,

Thank you for reaching out. I apologize for the delay in sending the completed Team Selection information. I will ensure that the necessary details, including email addresses and phone numbers, are provided to you as soon as possible. 

Please let me know if there is anything else you need in the meantime.

Best regards,

[Your Name]","Hi Christi,

Thank you for your email. I apologize for the delay in providing the necessary information. I will ensure that the completed Team Selection form, including the required email addresses and phone numbers, is sent to you by the end of the day. Please let me know if there are any other details you need.

Thank you for your patience and understanding.

Best regards,  
Phillip K. Allen",modelB wins,1.33
69,"---------------------- Forwarded by Phillip K Allen/HOU/ECT on 09/05/2000 
 01:29 PM ---------------------------
  
  
  
  From: Phillip K Allen  08/29/2000 02:20 PM
  
 To: mark@intelligencepress.com
 cc:  
 Subject: 
 Mark,
  Here is a spreadsheet detailing our September Socal trades. (I did not 
 distinguish between buys vs. sells.)
 Phillip","Hi Phillip,

Thank you for sending over the spreadsheet with the September Socal trades. I'll review the details and get back to you if I have any questions.

Best regards,  
Mark","Hi Phillip,

Thank you for sending over the spreadsheet. I'll review the September Socal trades and get back to you with any questions or comments.

Best regards,
Mark",tie,0.77
70,"---------------------- Forwarded by Phillip K Allen/HOU/ECT on 09/01/2000 
 01:07 PM ---------------------------
  
  Enron North America Corp.
  
  From: Matt Motley  09/01/2000 08:53 AM
  
 To: Phillip K Allen/HOU/ECT@ECT
 cc:  
 Subject: FYI
 --
  - Ray Niles on Price Caps.pdf","Hi Matt Motley,

Thank you for sharing the document on price caps. I'll review it and get back to you if I have any questions or comments.

Best regards,

Phillip K Allen","Hi Matt,

Thanks for sending this over. I'll review the document and get back to you if I have any questions or comments.

Best regards,
Phillip",modelB wins,0.81
71,"Richard,
  Compare your california production to the numbers in the 2000 California Gas 
 Report. It shows 410. But again that might be just what the two utilities 
 receive.","Hi Richard,

Thank you for reaching out. I will review the California Gas Report and compare the production numbers for california with the figures provided. I'll get back to you with my findings shortly.

Best regards,

[Your Name]","Hi,

Thank you for pointing this out. I'll review the 2000 California Gas Report and compare it to our production numbers. I'll let you know if there's any discrepancy or additional information that we should consider.

Best regards,

[Your Name]",tie,0.88
72,"Cooper,
  
  Can you give access to the new west power site to Jay Reitmeyer. He is an 
 analyst in our group.
 Phillip","Hi Phillip,

Sure, I can help with that. I will grant Jay Reitmeyer access to the new west power site shortly.

Best regards,

Cooper","Hi Phillip,

Sure, I'll grant access to Jay Reitmeyer for the new west power site. Please let me know if there is anything else you need.

Best regards,
Cooper",tie,0.91
73,"Program
 ---------------------- Forwarded by Phillip K Allen/HOU/ECT on 08/31/2000 
 01:13 PM ---------------------------
 ""Christi Smith"" <christi.smith@lrinet.com> on 08/31/2000 10:32:49 AM
 Please respond to <christi.smith@lrinet.com>
 To: <Phillip.K.Allen@enron.com>
 cc: ""Debbie Nowak (E-mail)"" <dnowak@enron.com>, ""Deborah Evans (E-mail)"" 
 <debe@fsddatasvc.com> 
 Subject: Receipt of Team Selection Form - Executive Impact & Influence Program
 Hi Phillip. We appreciate your prompt attention and completing the Team
 Selection information.
 Ideally, we needed to receive your team of raters on the Team Selection form
 we sent you. The information needed is then easily transferred into the
 database directly from that Excel spreadsheet. If you do not have the
 ability to complete that form, inserting what you listed below, we still
 require additional information.
 We need each person's email address. Without the email address, we cannot
 email them their internet link and ID to provide feedback for you, nor can
 we send them an automatic reminder via email. It would also be good to have
 each person's phone number, in the event we need to reach them.
 So, we do need to receive that complete TS Excel spreadsheet, or if you need
 to instead, provide the needed information via email.
 Thank you for your assistance Phillip.
 Christi L. Smith
 Project Manager for Client Services
 Keilty, Goldsmith & Company
 858/450-2554
 -----Original Message-----
 From: Phillip K Allen [mailto:Phillip.K.Allen@enron.com]
 Sent: Thursday, August 31, 2000 12:03 PM
 To: debe@fsddatasvc.com
 Subject:
 John Lavorato-M
 Mike Grigsby-D
 Keith Holst-D
 Frank Ermis-D
 Steve South-D
 Janie Tholt-D
 Scott Neal-P
 Hunter Shively-P
 Tom Martin-P
 John Arnold-P","Hi Christi L. Smith,

Thank you for your email and for outlining the requirements for the Team Selection form. I apologize for any inconvenience caused by the incomplete submission.

I will ensure that the complete Excel spreadsheet with the necessary email addresses and phone numbers is sent to you as soon as possible. If there are any issues with the spreadsheet, I will provide the information via email.

Thank you for your patience and understanding.

Best regards,

[Your Name]","Hi Christi,

Thank you for reaching out. I apologize for any inconvenience. I will ensure that the Team Selection form is completed and sent to you as soon as possible. In the meantime, I will gather the required email addresses and phone numbers for the team members and send them to you via email. 

Thank you for your patience and assistance.

Best regards,

Phillip K. Allen",modelB wins,1.09
74,"---------------------- Forwarded by Phillip K Allen/HOU/ECT on 05/01/2001 0=
 2:14 PM ---------------------------
 Outlook Migration Team@ENRON
 04/27/2001 01:00 PM
 To:=09Allison Horton/NA/Enron@ENRON, Amir Baig/NA/Enron@ENRON, Brandon Bang=
 erter/NA/Enron@Enron, Brian Ellis/Corp/Enron@Enron, Charles Philpott/HR/Cor=
 p/Enron@ENRON, Chris P Wood/NA/Enron@Enron, Chris Tull/HOU/ECT@ECT, Dale Sm=
 ith/Corp/Enron@ENRON, Dave June/NA/Enron@ENRON, Donald Sutton/NA/Enron@Enro=
 n, Felicia Buenrostro/HR/Corp/Enron@ENRON, Johnna Morrison/Corp/Enron@ENRON=
 , Joe Dorn/Corp/Enron@ENRON, Kathryn Schultea/HR/Corp/Enron@ENRON, Leon McD=
 owell/NA/Enron@ENRON, Leticia Barrios/Corp/Enron@ENRON, Milton Brown/HR/Cor=
 p/Enron@ENRON, Raj Perubhatla/Corp/Enron@Enron, Shekar Komatireddy/NA/Enron=
 @Enron, Andrea Yowman/Corp/Enron@ENRON, Angie O'Brian/HR/Corp/Enron@ENRON, =
 Bonne Castellano/HR/Corp/Enron@ENRON, Gwynn Gorsuch/NA/Enron@ENRON, Jo Ann =
 Matson/Corp/Enron@ENRON, LaQuitta Washington/HR/Corp/Enron@ENRON, Rick John=
 son/HR/Corp/Enron@ENRON, Sandra Lighthill/HR/Corp/Enron@ENRON, Valeria A Ho=
 pe/HOU/ECT@ECT, Charlotte Brown/HR/Corp/Enron@ENRON, Ronald Fain/HR/Corp/En=
 ron@ENRON, Gary Fitch/HR/Corp/Enron@Enron, Anna Harris/HR/Corp/Enron@ENRON,=
  Keith Jones/HR/Corp/Enron@ENRON, Kristi Monson/NA/Enron@Enron, Bobbie McNi=
 el/HR/Corp/Enron@ENRON, John Stabler/HR/Corp/Enron@ENRON, Michelle Prince/N=
 A/Enron@Enron, James Gramke/NA/Enron@ENRON, Blair Hicks/NA/Enron@ENRON, Jen=
 nifer Johnson/Contractor/Enron Communications@Enron Communications, Jim Lit=
 tle/Enron@EnronXGate, Dale Lukert/NA/Enron@ENRON, Donald Martin/NA/Enron@EN=
 RON, Andrew Mattei/NA/Enron@ENRON, Darvin Mitchell/NA/Enron@ENRON, Mark Old=
 ham/NA/Enron@ENRON, Wesley Pearson/NA/Enron@ENRON, Ramon Pizarro/ENRON_DEVE=
 LOPMENT@ENRON_DEVELOPMENT, Natalie Rau/NA/Enron@ENRON, William Redick/NA/En=
 ron@ENRON, Mark A Richardson/NA/Enron@ENRON, Joseph Schnieders/NA/Enron@ENR=
 ON, Gary Simmons/NA/Enron@Enron, Delaney Trimble/NA/Enron@ENRON, David Upto=
 n/NA/Enron@ENRON, Mike Boegler/HR/Corp/Enron@ENRON, Lyndel Click/HR/Corp/En=
 ron@ENRON, Gabriel Franco/NA/Enron@Enron, Randy Gross/HR/Corp/Enron@Enron, =
 Arthur Johnson/HR/Corp/Enron@Enron, Danny Jones/HR/Corp/Enron@ENRON, John O=
 gden/Houston/Eott@Eott, Edgar Ponce/NA/Enron@Enron, Tracy Pursifull/HR/Corp=
 /Enron@ENRON, Lance Stanley/HR/Corp/Enron@ENRON, Frank Ermis/HOU/ECT@ECT, J=
 ane M Tholt/HOU/ECT@ECT, Jay Reitmeyer/HOU/ECT@ECT, Keith Holst/HOU/ECT@ect=
 , Matthew Lenhart/HOU/ECT@ECT, Mike Grigsby/HOU/ECT@ECT, Monique Sanchez/HO=
 U/ECT@ECT, Phillip K Allen/HOU/ECT@ECT, Randall L Gay/HOU/ECT@ECT, Tori Kuy=
 kendall/HOU/ECT@ECT, Brenda H Fletcher/HOU/ECT@ECT, Jeanne Wukasch/Corp/Enr=
 on@ENRON, Mary Theresa Franklin/HOU/ECT@ECT, Mike Potter/NA/Enron@Enron, Na=
 talie Baker/HOU/ECT@ECT, Suzanne Calcagno/NA/Enron@Enron, Alvin Thompson/Co=
 rp/Enron@Enron, Cynthia Franklin/Corp/Enron@ENRON, Jesse Villarreal/HOU/ECT=
 @ECT, Joan Collins/HOU/EES@EES, Joe A Casas/HOU/ECT@ECT, Kelly Loocke/ENRON=
 @enronXgate, Lia Halstead/NA/Enron@ENRON, Meredith Homco/HOU/ECT@ECT, Rober=
 t Allwein/HOU/ECT@ECT, Scott Loving/NA/Enron@ENRON, Shanna Boudreaux/ENRON@=
 enronXgate, Steve Gillespie/Corp/Enron@ENRON, Tamara Carter/NA/Enron@ENRON,=
  Tracy Wood/NA/Enron@ENRON, Gabriel Fuzat/Enron Communications@Enron Commun=
 ications, Jack Netek/Enron Communications@Enron Communications, Lam Nguyen/=
 NA/Enron@Enron, Camille Gerard/Corp/Enron@ENRON, Craig Taylor/HOU/ECT@ECT, =
 Jessica Hangach/NYC/MGUSA@MGUSA, Kathy Gagel/NYC/MGUSA@MGUSA, Lisa Goulart/=
 NYC/MGUSA@MGUSA, Ruth Balladares/NYC/MGUSA@MGUSA, Sid Strutt/NYC/MGUSA@MGUS=
 A
 cc:=09=20
 Subject:=092- SURVEY/INFORMATION EMAIL
 Current Notes User:=20
 To ensure that you experience a successful migration from Notes to Outlook,=
  it is necessary to gather individual user information prior to your date o=
 f migration. Please take a few minutes to completely fill out the followin=
 g survey. When you finish, simply click on the 'Reply' button then hit 'Se=
 nd' Your survey will automatically be sent to the Outlook 2000 Migration M=
 ailbox.
 Thank you.
 Outlook 2000 Migration Team
 ---------------------------------------------------------------------------=
 -----------------------------------------------------------------
 Full Name:  =20
 Login ID: =20
 Extension: =20
 Office Location: =20
 What type of computer do you have? (Desktop, Laptop, Both) =20
 Do you have a PDA? If yes, what type do you have:  (None, IPAQ, Palm Pilo=
 t, Jornada) =20
 Do you have permission to access anyone's Email/Calendar? =20
  If yes, who? =20
 Does anyone have permission to access your Email/Calendar? =20
  If yes, who? =20
 Are you responsible for updating anyone else's address book? =20
  If yes, who? =20
 Is anyone else responsible for updating your address book? =20
  If yes, who? =20
 Do you have access to a shared calendar? =20
  If yes, which shared calendar? =20
 Do you have any Distribution Groups that Messaging maintains for you (for m=
 ass mailings)? =20
  If yes, please list here: =20
 Please list all Notes databases applications that you currently use: =20
 In our efforts to plan the exact date/time of your migration, we also will =
 need to know:
 What are your normal work hours? From: To:  =20
 Will you be out of the office in the near future for vacation, leave, etc?
  If so, when? From (MM/DD/YY): To (MM/DD/YY):  =20","Hello Outlook Migration Team,

Thank you for reaching out. I have completed the survey as requested. Please find my responses below:

Full Name: [Your Full Name]
Login ID: [Your Login ID]
Extension: [Your Extension]
Office Location: [Your Office Location]
What type of computer do you have? (Desktop, Laptop, Both): [Your Answer]
Do you have a PDA? If yes, what type do you have: (None, IPAQ, Palm Pilot, Jornada): [Your Answer]
Do you have permission to access anyone's Email/Calendar? If yes, who?: [Your Answer]
Does anyone have permission to access your Email/Calendar? If yes, who?: [Your Answer]
Are you responsible for updating anyone else's address book? If yes, who?: [Your Answer]
Is anyone else responsible for updating your address book? If yes, who?: [Your Answer]
Do you have access to a shared calendar? If yes, which shared calendar?: [Your Answer]
Do you have any Distribution Groups that Messaging maintains for you (for mass mailings)? If yes, please list here: [Your Answer]
Please list all Notes databases applications that you currently use: [Your Answer]

In our efforts to plan the exact date/time of your migration, we also will need to know:
What are your normal work hours? From: [Start Time] To: [End Time]
Will you be out of the office in the near future for vacation, leave, etc? If so, when? From (MM/DD/YY): [Start Date] To (MM/DD/YY): [End Date]

Please let me know if you need any further information.

Thank you,
[Your Name]","Hello Outlook Migration Team,

Thank you for reaching out. I appreciate the effort to ensure a smooth transition from Notes to Outlook. Below is the information requested:

Full Name: [Your Full Name]
Login ID: [Your Login ID]
Extension: [Your Extension]
Office Location: [Your Office Location]
What type of computer do you have? (Desktop, Laptop, Both): [Your Answer]
Do you have a PDA? If yes, what type do you have: (None, IPAQ, Palm Pilot, Jornada): [Your Answer]
Do you have permission to access anyone's Email/Calendar? If yes, who?: [Your Answer]
Does anyone have permission to access your Email/Calendar? If yes, who?: [Your Answer]
Are you responsible for updating anyone else's address book? If yes, who?: [Your Answer]
Is anyone else responsible for updating your address book? If yes, who?: [Your Answer]
Do you have access to a shared calendar? If yes, which shared calendar?: [Your Answer]
Do you have any Distribution Groups that Messaging maintains for you (for mass mailings)? If yes, please list here: [Your Answer]
Please list all Notes databases applications that you currently use: [Your Answer]

In our efforts to plan the exact date/time of your migration, we also will need to know:
What are your normal work hours? From: [Your Start Time] To: [Your End Time]
Will you be out of the office in the near future for vacation, leave, etc? If so, when? From (MM/DD/YY): [Start Date] To (MM/DD/YY): [End Date]

Please let me know if you need any additional information.

Thank you.

Best regards,
[Your Name]",tie,1.02
75,"John Lavorato-M
 Mike Grigsby-D
 Keith Holst-D
 Frank Ermis-D
 Steve South-D
 Janie Tholt-D
 Scott Neal-P
 Hunter Shively-P
 Tom Martin-P
 John Arnold-P","Hello John Lavorato-M,

Thank you for reaching out. Could you please provide more details or clarify the purpose of your email? I want to ensure I address your needs accurately.

Looking forward to your response.

Best regards,

[Your Name]","Hello everyone,

Thank you for including me in this conversation. Could someone please provide more context or details regarding the subject of this email? I want to ensure I'm aligned and can contribute effectively.

Looking forward to your responses.

Best regards, 

[Your Name]",modelB wins,0.71
76,"---------------------- Forwarded by Phillip K Allen/HOU/ECT on 08/31/2000 
 10:17 AM ---------------------------
  
  
  
  From: Phillip K Allen  08/29/2000 02:20 PM
  
 To: mark@intelligencepress.com
 cc:  
 Subject: 
 Mark,
  Here is a spreadsheet detailing our September Socal trades. (I did not 
 distinguish between buys vs. sells.)
 Phillip","Hi Phillip,

Thank you for sending over the spreadsheet with the September Socal trades. I'll review the details and get back to you if I have any questions.

Best regards,

Mark","Hi Phillip,

Thank you for sending over the spreadsheet with the September Socal trades. I'll review the details and get back to you if I have any questions.

Best regards,

[Your Name]",tie,0.86
77,"Greg,
  Got your message. Good luck on the bike ride.
  What were you doing to your apartment? Are you setting up a studio?
  The kids are back in school. Otherwise just work is going on here.
 Keith","Hi Keith,

Thanks for the well wishes! Yes, I'm in the process of setting up a studio at apartment. It's been a fun project, and I'm excited to see how it turns out.

Glad to hear the kids are back in school and things are going well on your end. Let's catch up soon!

Best,
Greg","Hi Keith,

Thanks for the well wishes! Yes, I'm actually setting up a small studio space in my apartment. It's been a fun project, and I'm excited to see how it turns out. Hope everything's going smoothly with the kids back in school. Let's catch up soon!

Best,
Greg",tie,1.34
78,Why are his requests coming to me?,Thank you for reaching out. I apologize for any confusion. Could you please provide more details about the requests you're receiving? This will help me address the issue more effectively. Looking forward to your response.,"Thank you for reaching out. Could you please provide more details or specify which requests you're referring to? This will help me understand the situation better and address it appropriately. Looking forward to your response.

Best regards,",tie,0.89
79,"Mark,
  Here is a spreadsheet detailing our September Socal trades. (I did not 
 distinguish between buys vs. sells.)
 Phillip","Hi Phillip,

Thank you for sending over the spreadsheet. I'll review the details and get back to you if I have any questions.

Best regards,
Mark","Hi Phillip,

Thank you for sending over the spreadsheet. I’ll review the details and get back to you if I have any questions.

Best regards,
Mark",tie,0.87
80,"Mark,
  Were you able to log in to enron online and find socal today?
  I will follow up with a list of our physical deals done yesterday and today.
 Phillip","Hi Phillip,

Yes, I was able to log in to enron online and find socal today. Thank you for your assistance. I look forward to receiving the list of physical deals for yesterday and today.

Best regards,
Mark","Hi Phillip,

Yes, I was able to log in to Enron Online and find the SoCal information today. Thank you for your assistance. I look forward to receiving the list of our physical deals.

Best,
Mark",tie,0.78
81,"Brenda
  Can you send me your address in College Station.
 Phillip","Hi Phillip,

Sure, my address in College Station is [Your Address Here].

Best regards,
[Your Name]","Hi Phillip,

Sure, my address in College Station is [Your Address Here].

Let me know if you need anything else!

Best,
Brenda",modelB wins,0.64
82,"---------------------- Forwarded by Phillip K Allen/HOU/ECT on 08/28/2000 
 01:39 PM ---------------------------
 Kristian J Lande
 08/24/2000 03:56 PM
 To: Christopher F Calger/PDX/ECT@ECT, Jake Thomas/HOU/ECT@ECT, Frank W 
 Vickers/HOU/ECT@ECT, Elliot Mainzer/PDX/ECT@ECT, Michael McDonald/SF/ECT@ECT, 
 David Parquet/SF/ECT@ECT, Laird Dyer/SF/ECT@ECT, Jim Buerkle/PDX/ECT@ECT, Jim 
 Gilbert/PDX/ECT@ECT, Terry W Donovan/HOU/ECT@ECT, Jeff G 
 Slaughter/ENRON_DEVELOPMENT@ENRON_DEVELOPMENT, Ed Clark/PDX/ECT@ECT
 cc: Tim Belden/HOU/ECT@ECT, Robert Badeer/HOU/ECT@ECT, Matt 
 Motley/PDX/ECT@ECT, Phillip K Allen/HOU/ECT@ECT 
 Subject: New Generation
 Sorry, 
 Report as of August 24, 2000","Thank you for the update. Please let me know if there are any further details or actions required on my part.

Best regards,  
[Your Name]","Thank you for sharing the report. I'll review it and get back to you if I have any questions or need further information. 

Best regards,  
[Your Name]",tie,1.19
83,"Mark,
  The following is a guest password that will allow you temporary view only 
 access to EnronOnline. Please note, the user ID and password are CASE 
 SENSITIVE.
 Guest User ID: GNA45925
 Guest Password: YJ53KU42
 Log in to www.enrononline.com and install shockwave using instructions 
 below. I have set up a composite page with western basis and cash prices to 
 help you filter through the products. The title of the composite page is 
 Mark's Page. If you have any problems logging in you can call me at 
 (713)853-7041 or Kathy Moore, EnronOnline HelpDesk, 713/853-HELP (4357).
 The Shockwave installer can be found within ""About EnronOnline"" on the home 
 page. After opening ""About EnronOnline"", using right scroll bar, go to the 
 bottom. Click on ""download Shockwave"" and follow the directions. After 
 loading Shockwave, shut down and reopen browser (i.e. Microsoft Internet 
 Explorer/Netscape).
 I hope you will find this site useful.
 Sincerely,
 Phillip Allen","Hi Phillip Allen,

Thank you for providing the guest access details and instructions. I appreciate your help in setting up the composite page for me. I will follow the steps to log in and install Shockwave. If I encounter any issues, I will reach out to you or Kathy Moore at the HelpDesk.

Thanks again for your assistance.

Best regards,  
Mark","Phillip,

Thank you for providing the guest access details and instructions for EnronOnline. I appreciate the setup of the composite page with the western basis and cash prices. I will follow the steps to log in and install Shockwave as you outlined. If I encounter any issues, I'll be sure to reach out to you or the HelpDesk.

Thanks again for your assistance.

Best regards,  
Mark",modelB wins,0.90
84,"Mark,
  Attached is a spreadsheet that lists the end of day midmarkets for socal 
 basis and socal/san juan spreads. I listed the days during bidweek that 
 reflected financial trading for Socal Index and the actual gas daily prints 
 before and after bidweek.  
  
  The following observations can be made:
  July 1. The basis market anticipated a Socal/San Juan spread of .81 vs 
 actual of .79
  2. Perceived index was 4.95 vs actual of 4.91
  3. Socal Gas Daily Swaps are trading at a significant premium.
  Aug. 1. The basis market anticipated a Socal/San Juan spread of 1.04 vs 
 actual of .99
  2. Perceived index was 4.54 vs actual of 4.49
  3. Gas daily spreads were much wider before and after bidweek than the 
 monthly postings
  4. Socal Gas Daily Swaps are trading at a significant premium.
  
  Enron Online will allow you to monitor the value of financial swaps against 
 the index, as well as, spreads to other locations. Please call with any 
 questions.
 Phillip","Hi Phillip,

Thank you for sending over the spreadsheet and the detailed observations. I appreciate the insights into the basis market and the trading premiums at Socal Gas Daily Swaps. I'll review the data and reach out if I have any questions.

Best regards,  
Mark","Phillip,

Thank you for sending over the spreadsheet and your observations. I'll review the details and keep an eye on the financial swaps and spreads using Enron Online. If I have any questions, I'll be sure to reach out.

Best regards,  
Mark",tie,0.95
85,"Alan, 
 You should have received updated numbers from Keith Holst. Call me if you did not receive them.
 Phillip","Hi Phillip,

Thank you for the update. I have received the updated numbers from Keith Holst. Please let me know if there's anything else you need from my side.

Best regards,
Alan","Hi Phillip,

Thanks for reaching out. I have received the updated numbers from Keith. Let me know if there’s anything else you need.

Best,
Alan",modelB wins,1.23
86,"Suzanne,
  Can you give me more details or email the plan prior to meeting? What do I 
 need to provide besides headcount?
  Otherwise any afternoon next week would be fine
 Phillip","Hi Phillip,

Thank you for reaching out. I will email you the plan prior to our meeting. Besides headcount, there is nothing else you need to provide at this moment. 

Looking forward to our meeting next week. Please let me know if you have any other questions.

Best regards,
Suzanne","Hi Phillip,

Sure, I'd be happy to provide more details and email the plan before our meeting. I'll send that over shortly. As for what you need to provide, aside from the headcount, any specific requirements or preferences you have in mind would be helpful.

Looking forward to our meeting next week. I'll coordinate and confirm a time in the afternoon that works for both of us.

Best,
Suzanne",modelB wins,0.92
87,"Colleen,
  Please add Mike Grigsby to the distribution.
  On another note, do you have any idea how Patti is holding up?
 Phillip","Hi Phillip,

Sure, I'll add Mike Grigsby to the distribution list.

Regarding Patti, I haven't heard any recent updates, but I'll check in and let you know how they're doing.

Best,
[Your Name]","Hi Phillip,

Sure, I'll add Mike Grigsby to the distribution list.

Regarding Patti, I spoke to her recently, and she seems to be doing well. I'll reach out to her again and let you know if there's any update.

Best,
Colleen",modelB wins,0.73
88,"Cc: john.lavorato@enron.com, hunter.shively@enron.com
 Bcc: john.lavorato@enron.com, hunter.shively@enron.com
 Brad,
  With regard to Tori Kuykendall, I would like to promote her to commercial 
 manager instead of converting her from a commercial support manager to an 
 associate. Her duties since the beginning of the year have been those of a 
 commercial manager. I have no doubt that she will compare favorably to 
 others in that category at year end.  
  Martin Cuilla on the central desk is in a similiar situation as Tori.  
 Hunter would like Martin handled the same as Tori.
  Let me know if there are any issues.
 Phillip","Hi Phillip,

Thank you for bringing this to my attention. I agree with your assessment regarding Tori Kuykendall and Martin Cuilla. Promoting them to commercial manager seems like a logical step given their current responsibilities and performance. I will review the details and ensure everything is in order for their promotions. If any issues arise, I will reach out to you promptly.

Best regards,  
Brad","Hi Phillip,

Thank you for bringing this to my attention. I fully support promoting Tori Kuykendall to a commercial manager, given her proven capabilities and the responsibilities she has been handling. I trust your judgment and have no issues with this decision.

As for Martin Cuilla, I agree with Hunter’s suggestion to handle his promotion in the same manner as Tori’s. It sounds like a fair and justified approach.

If there are any further steps needed from my end, please let me know.

Best,  
Brad",modelB wins,0.88
89,"Bruce,
 Can you stop by and set up my reuters.
 Phillip","Hi Phillip,

Sure, I can stop by and help set up your Reuters. Please let me know a convenient time for you, and I'll make sure to be there.

Best,
Bruce","Hi Phillip,

Sure, I can stop by and set up your Reuters. Please let me know a convenient time for you, and I'll make sure to be there.

Best,
Bruce",tie,1.06
90,"Lucy,
  The rent roll spreadsheet is starting to look better. See if you can add 
 these modifications:
  1. Use a formula in column E. Add the value in column C to column D. It 
 should read =c6+d6. Then copy this formula to the rows below.
  2. Column H needs a formula. Subtract amount paid from amount owed.  
 =e6-g6.
  3. Column F is filled with the #### sign. this is because the column width 
 is too narrow. Use you mouse to click on the line beside the 
  letter F. Hold the left mouse button down and drag the column wider.
  4. After we get the rent part fixed, lets bring the database columns up to 
 this sheet and place them to the right in columns J and beyond.
 Phillip","Hi Phillip,

Thank you for the update on the rent roll spreadsheet. I'll make the necessary modifications as you outlined:

1. I'll add the formula in column E to sum the values from columns C and D, and then copy it down the rows.
2. I'll insert the formula in column H to calculate the difference between the amount owed and the amount paid.
3. I'll adjust the width of column F to ensure the values are visible.
4. Once the rent section is updated, I'll move the database columns to the right, starting from column J.

Please let me know if there's anything else you'd like me to address.

Best regards,  
[Your Name]","Hi Phillip,

Thanks for the update on the rent roll spreadsheet. I'll make the modifications you outlined:

1. I'll add the formula in column E as you described and copy it down the rows.
2. I'll also enter the formula in column H to calculate the difference between the amount owed and the amount paid.
3. I'll adjust the width of column F to display the data properly.
4. Once the rent section is sorted, I'll bring the database columns up to the sheet in columns J and beyond.

I'll get on this right away and keep you posted on the progress.

Best,  
Lucy",modelB wins,1.04
91,"Lucy,
  I got your email with the attachment. Let's work together today to get this 
 done
 Phillip","Hi Phillip,

Thank you for your email. I'm ready to collaborate and get this done today. Please let me know how you'd like to proceed or if there's anything specific you need from me.

Best,
Lucy","Hi Phillip,

Thanks for getting back to me. I'm ready to dive into this and collaborate today. Let me know when you're available to start, and we can get things moving.

Looking forward to working together!

Best,  
Lucy",tie,1.11
92,you have my approval,"Thank you for your prompt response and approval. I appreciate your support and will proceed accordingly. If there are any further steps or details you need from me, please let me know.

Best regards,","Thank you for your prompt approval. I appreciate your support and will proceed accordingly. If you have any further instructions or need additional information, please let me know.",tie,0.62
